TIME;ID;MAP NUMBER;ITERATION;DESCRIPTION;TIME ARRAY;SEQUENCE ARRAY;COST;VALID;COMPLETE
2017-09-26T19:20:20.461601;3;;3;Run Clicked;5,12,17;n,e,r;;;
2017-09-26T19:20:20.494377;3;0;4;Sequence Generated;5,12,17;Flock North->Flock East->Rendezvous;100000;INVALID;INCOMPLETE
2017-09-26T19:20:37.082985;;;;Sequence table clicked! Item is Flock North;;;;;
2017-09-26T19:20:38.451385;;;;Behavior table clicked! Item is Flock East;;;;;
2017-09-26T19:20:39.739995;;;;Add button clicked! Item is Flock East;;;;;
2017-09-26T19:20:40.923004;;;;Sequence table clicked! Item is Flock East;;;;;
2017-09-26T19:20:42.220310;;;;Delete button clicked! Item is Flock East;;;;;
2017-09-26T19:20:42.835050;;;;Sequence table clicked! Item is Rendezvous;;;;;
2017-09-26T19:20:43.612053;;;;Delete button clicked! Item is Rendezvous;;;;;
2017-09-26T19:20:44.147049;;;;Sequence table clicked! Item is Flock East;;;;;
2017-09-26T19:20:44.996004;;;;Delete button clicked! Item is Flock East;;;;;
2017-09-26T19:20:45.699080;;;;Sequence table clicked! Item is Flock North;;;;;
2017-09-26T19:20:47.276309;;;;Delete button clicked! Item is Flock North;;;;;
2017-09-26T19:20:48.267347;;;;Behavior table clicked! Item is Flock East;;;;;
2017-09-26T19:20:49.611868;;;;Add button clicked! Item is Flock East;;;;;
2017-09-26T19:20:50.419090;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-26T19:20:52.547350;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;
2017-09-26T19:20:55.363374;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;
2017-09-26T19:21:06.346986;;;;Behavior table clicked! Item is Flock North;;;;;
2017-09-26T19:21:07.036353;;;;Add button clicked! Item is Flock North;;;;;
2017-09-26T19:21:07.939085;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;
2017-09-26T19:21:10.451018;;;;Behavior table clicked! Item is Rendezvous;;;;;
2017-09-26T19:21:11.996169;;;;Add button clicked! Item is Rendezvous;;;;;
2017-09-26T19:21:13.158830;3;;4;Submit Clicked;7,12,17;e,n,r;;;
2017-09-26T19:21:15.837263;3;;4;Submit Clicked;7,12,17;e,n,r;;;
2017-09-26T19:21:15.837604;3;;4;Run Clicked;7,12,17;e,n,r;;;
2017-09-26T19:21:15.888826;3;0;5;Sequence Generated;7,12,17;Flock East->Flock North->Rendezvous;526.226013;VALID;INCOMPLETE
2017-09-26T19:21:23.483480;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-26T19:21:23.858992;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-26T19:21:24.347411;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-26T19:21:24.803176;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-26T19:21:33.879976;3;;5;Submit Clicked;5.5,10.5,15.5;e,n,r;;;
2017-09-26T19:21:35.196997;3;;5;Submit Clicked;5.5,10.5,15.5;e,n,r;;;
2017-09-26T19:21:35.197348;3;;5;Run Clicked;5.5,10.5,15.5;e,n,r;;;
2017-09-26T19:21:35.214909;3;0;6;Sequence Generated;5.5,10.5,15.5;Flock East->Flock North->Rendezvous;470.921936;VALID;COMPLETE
2017-09-26T19:21:51.305358;3;;;Next Clicked;;;;;
2017-09-26T19:22:03.531492;;;;Behavior table clicked! Item is Flock North;;;;;
2017-09-26T19:22:04.052426;;;;Add button clicked! Item is Flock North;;;;;
2017-09-26T19:22:05.131078;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-26T19:22:09.699187;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;
2017-09-26T19:22:10.515427;;;;Sequence table clicked! Item is ;;;;;
2017-09-26T19:22:11.636442;;;;Add button clicked! Item is Flock North;;;;;
2017-09-26T19:22:12.203362;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;
2017-09-26T19:22:12.851036;;;;Sequence table clicked! Item is Flock North;;;;;
2017-09-26T19:22:14.260004;;;;Delete button clicked! Item is Flock North;;;;;
2017-09-26T19:22:15.195177;;;;Behavior table clicked! Item is Flock East;;;;;
2017-09-26T19:22:15.972056;;;;Add button clicked! Item is Flock East;;;;;
2017-09-26T19:22:16.547436;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;
2017-09-26T19:22:20.515430;;;;Behavior table clicked! Item is Rendezvous;;;;;
2017-09-26T19:22:21.484064;;;;Add button clicked! Item is Rendezvous;;;;;
2017-09-26T19:22:22.019388;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;
2017-09-26T19:22:24.784205;3;;0;Submit Clicked;5,8,13;n,e,r;;;
2017-09-26T19:22:26.269327;3;;0;Submit Clicked;5,8,13;n,e,r;;;
2017-09-26T19:22:26.269679;3;;0;Run Clicked;5,8,13;n,e,r;;;
2017-09-26T19:22:26.296682;3;1;1;Sequence Generated;5,8,13;Flock North->Flock East->Rendezvous;319.122314;VALID;INCOMPLETE
2017-09-26T19:22:34.171100;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;
2017-09-26T19:22:38.167586;3;;1;Submit Clicked;5,12,17;n,e,r;;;
2017-09-26T19:22:39.429427;3;;1;Submit Clicked;5,12,17;n,e,r;;;
2017-09-26T19:22:39.429790;3;;1;Run Clicked;5,12,17;n,e,r;;;
2017-09-26T19:22:39.446577;3;1;2;Sequence Generated;5,12,17;Flock North->Flock East->Rendezvous;468.541656;VALID;INCOMPLETE
2017-09-26T19:22:43.931173;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;
2017-09-26T19:22:44.555412;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;
2017-09-26T19:22:45.059310;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;
2017-09-26T19:22:45.443466;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;
2017-09-26T19:22:51.357086;3;;2;Submit Clicked;5,11,16;n,e,r;;;
2017-09-26T19:22:52.125140;3;;2;Submit Clicked;5,11,16;n,e,r;;;
2017-09-26T19:22:52.125411;3;;2;Run Clicked;5,11,16;n,e,r;;;
2017-09-26T19:22:52.151610;3;1;3;Sequence Generated;5,11,16;Flock North->Flock East->Rendezvous;427.758362;VALID;COMPLETE
2017-09-26T19:23:25.747100;;;;Sequence table clicked! Item is Rendezvous;;;;;
2017-09-26T19:23:27.428334;;;;Delete button clicked! Item is Rendezvous;;;;;
2017-09-26T19:23:28.011527;;;;Sequence table clicked! Item is Flock East;;;;;
2017-09-26T19:23:28.716338;;;;Delete button clicked! Item is Flock East;;;;;
2017-09-26T19:23:29.411319;;;;Sequence table clicked! Item is Flock North;;;;;
2017-09-26T19:23:30.083072;;;;Delete button clicked! Item is Flock North;;;;;
2017-09-26T19:23:30.779215;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-26T19:23:31.219464;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-26T19:23:32.603256;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;
2017-09-26T19:23:33.771181;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;
2017-09-26T19:23:35.459235;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-26T19:23:39.675442;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;
2017-09-26T19:23:41.043279;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;
2017-09-26T19:23:43.069763;3;;3;Submit Clicked;5,10,13;;;;
2017-09-26T19:23:47.212895;3;;3;Submit Clicked;5,10,13;;;;
2017-09-26T19:23:47.213175;3;;3;Run Clicked;5,10,13;;;;
2017-09-26T19:23:47.287525;3;1;4;Sequence Generated;5,10,13;Flock North->Flock East->Rendezvous;378.733215;VALID;COMPLETE
2017-09-26T19:23:59.042215;3;;;Next Clicked;;;;;
2017-09-26T19:24:07.651459;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-26T19:24:13.235476;;;;Behavior table clicked! Item is Flock North;;;;;
2017-09-26T19:24:14.332120;;;;Add button clicked! Item is Flock North;;;;;
2017-09-26T19:24:16.835406;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;
2017-09-26T19:24:17.995298;;;;Behavior table clicked! Item is Flock East;;;;;
2017-09-26T19:24:18.612422;;;;Add button clicked! Item is Flock East;;;;;
2017-09-26T19:24:19.499543;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;
2017-09-26T19:24:22.195303;;;;Behavior table clicked! Item is Rendezvous;;;;;
2017-09-26T19:24:23.460511;;;;Add button clicked! Item is Rendezvous;;;;;
2017-09-26T19:24:23.955264;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;
2017-09-26T19:24:26.033109;3;;0;Submit Clicked;7,10,13;n,e,r;;;
2017-09-26T19:24:26.908950;3;;0;Submit Clicked;7,10,13;n,e,r;;;
2017-09-26T19:24:26.909335;3;;0;Run Clicked;7,10,13;n,e,r;;;
2017-09-26T19:24:26.936616;3;2;1;Sequence Generated;7,10,13;Flock North->Flock East->Rendezvous;379.557434;VALID;INCOMPLETE
2017-09-26T19:24:31.475346;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;
2017-09-26T19:24:35.515287;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-26T19:24:37.635515;;;;Sequence table clicked! Item is Flock East;;;;;
2017-09-26T19:24:38.035351;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;
2017-09-26T19:24:43.901546;3;;1;Submit Clicked;6,10,13;n,e,r;;;
2017-09-26T19:24:44.901149;3;;1;Submit Clicked;6,10,13;n,e,r;;;
2017-09-26T19:24:44.901449;3;;1;Run Clicked;6,10,13;n,e,r;;;
2017-09-26T19:24:44.950733;3;2;2;Sequence Generated;6,10,13;Flock North->Flock East->Rendezvous;100000;INVALID;COMPLETE
2017-09-26T19:24:54.491282;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-26T19:24:57.487003;3;;2;Submit Clicked;6.1,10.1,13.1;n,e,r;;;
2017-09-26T19:24:58.917474;3;;2;Submit Clicked;6.1,10.1,13.1;n,e,r;;;
2017-09-26T19:24:58.917751;3;;2;Run Clicked;6.1,10.1,13.1;n,e,r;;;
2017-09-26T19:24:58.934671;3;2;3;Sequence Generated;6.1,10.1,13.1;Flock North->Flock East->Rendezvous;378.893707;VALID;INCOMPLETE
2017-09-26T19:25:12.699237;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;
2017-09-26T19:25:13.027393;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;
2017-09-26T19:25:17.541353;3;;3;Submit Clicked;6.1,10.1,13.6;n,e,r;;;
2017-09-26T19:25:18.741509;3;;3;Submit Clicked;6.1,10.1,13.6;n,e,r;;;
2017-09-26T19:25:18.741850;3;;3;Run Clicked;6.1,10.1,13.6;n,e,r;;;
2017-09-26T19:25:18.774640;3;2;4;Sequence Generated;6.1,10.1,13.6;Flock North->Flock East->Rendezvous;385.115021;VALID;COMPLETE
2017-09-26T19:25:34.819499;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-26T19:25:41.523367;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-26T19:25:45.259559;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;
2017-09-26T19:25:47.483426;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;
2017-09-26T19:25:49.707423;;;;Sequence table clicked! Item is Flock North;;;;;
2017-09-26T19:25:50.660603;;;;Delete button clicked! Item is Flock North;;;;;
2017-09-26T19:25:51.860392;;;;Delete button clicked! Item is Flock East;;;;;
2017-09-26T19:25:52.236437;;;;Delete button clicked! Item is Rendezvous;;;;;
2017-09-26T19:25:53.333409;3;;4;Submit Clicked;6,11,14;;;;
2017-09-26T19:25:59.341423;3;;4;Submit Clicked;6,11,14;;;;
2017-09-26T19:25:59.341761;3;;4;Run Clicked;6,11,14;;;;
2017-09-26T19:25:59.414382;3;2;5;Sequence Generated;6,11,14;Flock West->Flock East->Flock North;252.517242;VALID;INCOMPLETE
2017-09-26T19:26:22.834508;3;;;Next Clicked;;;;;
2017-09-26T19:26:31.795373;;;;Behavior table clicked! Item is Flock North;;;;;
2017-09-26T19:26:33.380936;;;;Add button clicked! Item is Flock North;;;;;
2017-09-26T19:26:33.923794;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-26T19:26:38.179396;;;;Behavior table clicked! Item is Flocking;;;;;
2017-09-26T19:26:39.500435;;;;Add button clicked! Item is Flocking;;;;;
2017-09-26T19:26:39.899694;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;
2017-09-26T19:26:43.011679;;;;Behavior table clicked! Item is Rendezvous;;;;;
2017-09-26T19:26:44.396527;;;;Add button clicked! Item is Rendezvous;;;;;
2017-09-26T19:26:44.923648;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;
2017-09-26T19:26:48.392084;3;;0;Submit Clicked;2,7,11;n,i,r;;;
2017-09-26T19:26:49.605335;3;;0;Submit Clicked;2,7,11;n,i,r;;;
2017-09-26T19:26:49.605595;3;;0;Run Clicked;2,7,11;n,i,r;;;
2017-09-26T19:26:49.634828;3;3;1;Sequence Generated;2,7,11;Flock North->Flocking->Rendezvous;160.448318;VALID;INCOMPLETE
2017-09-26T19:26:55.939671;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-26T19:26:56.291996;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-26T19:26:57.451357;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-26T19:27:01.307841;;;;Behavior table clicked! Item is Flocking;;;;;
2017-09-26T19:27:32.987682;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;
2017-09-26T19:27:35.583494;3;;1;Submit Clicked;3,11,15;n,i,r;;;
2017-09-26T19:27:36.501287;3;;1;Submit Clicked;3,11,15;n,i,r;;;
2017-09-26T19:27:36.501557;3;;1;Run Clicked;3,11,15;n,i,r;;;
2017-09-26T19:27:36.546603;3;3;2;Sequence Generated;3,11,15;Flock North->Flocking->Rendezvous;242.764359;VALID;INCOMPLETE
2017-09-26T19:27:44.139710;;;;Sequence table clicked! Item is Flocking;;;;;
2017-09-26T19:27:51.251710;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-26T19:27:54.411663;;;;Sequence table clicked! Item is Flocking;;;;;
2017-09-26T19:27:55.852329;;;;Add button clicked! Item is Flocking;;;;;
2017-09-26T19:27:56.443422;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;
2017-09-26T19:28:00.587717;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-26T19:28:01.395727;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;
2017-09-26T19:28:02.427397;;;;Sequence table clicked! Item is Flocking;;;;;
2017-09-26T19:28:03.700371;;;;Delete button clicked! Item is Flocking;;;;;
2017-09-26T19:28:04.286452;3;;2;Submit Clicked;6,12,16;n,i,r;;;
2017-09-26T19:28:05.589550;3;;2;Submit Clicked;6,12,16;n,i,r;;;
2017-09-26T19:28:05.589859;3;;2;Run Clicked;6,12,16;n,i,r;;;
2017-09-26T19:28:05.634564;3;3;3;Sequence Generated;6,12,16;Flock North->Flocking->Rendezvous;100000;INVALID;INCOMPLETE
2017-09-26T19:28:10.579753;;;;Sequence table clicked! Item is Flocking;;;;;
2017-09-26T19:28:12.707425;;;;Behavior table clicked! Item is Flock East;;;;;
2017-09-26T19:28:13.132395;;;;Add button clicked! Item is Flock East;;;;;
2017-09-26T19:28:13.963514;;;;Sequence table clicked! Item is Flock East;;;;;
2017-09-26T19:28:14.933168;;;;Delete button clicked! Item is Flock East;;;;;
2017-09-26T19:28:15.748288;;;;Sequence table clicked! Item is Rendezvous;;;;;
2017-09-26T19:28:16.139673;;;;Sequence table clicked! Item is Flocking;;;;;
2017-09-26T19:28:16.652687;;;;Delete button clicked! Item is Flocking;;;;;
2017-09-26T19:28:18.788237;;;;Delete button clicked! Item is Rendezvous;;;;;
2017-09-26T19:28:20.427698;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-26T19:28:20.939388;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-26T19:28:21.315569;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-26T19:28:21.755628;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-26T19:28:24.371686;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;
2017-09-26T19:28:29.707696;;;;Behavior table clicked! Item is Flock East;;;;;
2017-09-26T19:28:30.108821;;;;Add button clicked! Item is Flock East;;;;;
2017-09-26T19:28:32.227441;;;;Behavior table clicked! Item is Rendezvous;;;;;
2017-09-26T19:28:32.716593;;;;Add button clicked! Item is Rendezvous;;;;;
2017-09-26T19:28:33.551516;3;;3;Submit Clicked;5,10,14;n,e,r;;;
2017-09-26T19:28:35.253514;3;;3;Submit Clicked;5,10,14;n,e,r;;;
2017-09-26T19:28:35.253774;3;;3;Run Clicked;5,10,14;n,e,r;;;
2017-09-26T19:28:35.299991;3;3;4;Sequence Generated;5,10,14;Flock North->Flock East->Rendezvous;100000;INVALID;COMPLETE
2017-09-26T19:28:42.115463;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-26T19:28:43.483469;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-26T19:28:46.299668;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;
2017-09-26T19:28:48.611434;;;;Sequence table clicked! Item is Rendezvous;;;;;
2017-09-26T19:28:51.076473;;;;Delete button clicked! Item is Rendezvous;;;;;
2017-09-26T19:28:52.515810;;;;Behavior table clicked! Item is Flock North;;;;;
2017-09-26T19:28:52.964527;;;;Add button clicked! Item is Flock North;;;;;
2017-09-26T19:28:53.779507;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;
2017-09-26T19:28:56.435719;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;
2017-09-26T19:29:00.499515;;;;Behavior table clicked! Item is Flock East;;;;;
2017-09-26T19:29:01.100690;;;;Add button clicked! Item is Flock East;;;;;
2017-09-26T19:29:01.827617;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;
2017-09-26T19:29:04.548090;;;;Behavior table clicked! Item is Rendezvous;;;;;
2017-09-26T19:29:05.244456;;;;Add button clicked! Item is Rendezvous;;;;;
2017-09-26T19:29:06.258914;3;;4;Submit Clicked;3,6,9,12,15;n,e,n,e,r;;;
2017-09-26T19:29:07.141662;3;;4;Submit Clicked;3,6,9,12,15;n,e,n,e,r;;;
2017-09-26T19:29:07.141968;3;;4;Run Clicked;3,6,9,12,15;n,e,n,e,r;;;
2017-09-26T19:29:07.170809;3;3;5;Sequence Generated;3,6,9,12,15;Flock North->Flock East->Flock North->Flock East->Rendezvous;408.13559;VALID;INCOMPLETE
2017-09-26T19:29:16.291929;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;
2017-09-26T19:29:16.804454;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;
2017-09-26T19:29:17.147603;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;
2017-09-26T19:29:17.572234;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;
2017-09-26T19:29:19.803727;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;
2017-09-26T19:29:22.416336;3;;5;Submit Clicked;3,6,8,10,13;n,e,n,e,r;;;
2017-09-26T19:29:23.494116;3;;5;Submit Clicked;3,6,8,10,13;n,e,n,e,r;;;
2017-09-26T19:29:23.494367;3;;5;Run Clicked;3,6,8,10,13;n,e,n,e,r;;;
2017-09-26T19:29:23.523463;3;3;6;Sequence Generated;3,6,8,10,13;Flock North->Flock East->Flock North->Flock East->Rendezvous;355.159302;VALID;INCOMPLETE
2017-09-26T19:29:39.491703;;;;Sequence table clicked! Item is Flock North;;;;;
2017-09-26T19:29:40.620717;;;;Delete button clicked! Item is Flock North;;;;;
2017-09-26T19:29:40.987876;;;;Delete button clicked! Item is Flock East;;;;;
2017-09-26T19:29:41.180687;;;;Delete button clicked! Item is Flock North;;;;;
2017-09-26T19:29:41.308654;;;;Delete button clicked! Item is Flock East;;;;;
2017-09-26T19:29:41.452594;;;;Delete button clicked! Item is Rendezvous;;;;;
2017-09-26T19:29:43.101980;3;;6;Submit Clicked;3,6,8,10,13;;;;
2017-09-26T19:29:44.189422;3;;6;Submit Clicked;3,6,8,10,13;;;;
2017-09-26T19:29:44.189728;3;;6;Run Clicked;3,6,8,10,13;;;;
2017-09-26T19:29:44.578606;3;3;7;Sequence Generated;3,6,8,10,13;Flock North->Flock East->Flock North->Flock North->Flock East;338.123779;VALID;INCOMPLETE
2017-09-26T19:30:00.028377;;;;Delete button clicked! Item is Flock North;;;;;
2017-09-26T19:30:00.148767;;;;Delete button clicked! Item is Flock East;;;;;
2017-09-26T19:30:00.292546;;;;Delete button clicked! Item is Flock North;;;;;
2017-09-26T19:30:00.428652;;;;Delete button clicked! Item is Flock North;;;;;
2017-09-26T19:30:00.572785;;;;Delete button clicked! Item is Flock East;;;;;
2017-09-26T19:30:01.659818;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-26T19:30:02.995474;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;
2017-09-26T19:30:03.507692;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;
2017-09-26T19:30:04.388484;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;
2017-09-26T19:30:06.275825;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;
2017-09-26T19:30:08.395874;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;
2017-09-26T19:30:10.593808;3;;7;Submit Clicked;4,8,12,14;;;;
2017-09-26T19:30:11.357573;3;;7;Submit Clicked;4,8,12,14;;;;
2017-09-26T19:30:11.357929;3;;7;Run Clicked;4,8,12,14;;;;
2017-09-26T19:30:11.427056;3;3;8;Sequence Generated;4,8,12,14;Flock North->Flock East->Flock North->Rendezvous;403.133789;VALID;INCOMPLETE
2017-09-26T19:30:21.763957;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;
2017-09-26T19:30:24.003748;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;
2017-09-26T19:30:24.435552;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;
2017-09-26T19:30:26.805989;3;;8;Submit Clicked;4,9,11,13;n,e,n,r;;;
2017-09-26T19:30:27.910243;3;;8;Submit Clicked;4,9,11,13;n,e,n,r;;;
2017-09-26T19:30:27.910607;3;;8;Run Clicked;4,9,11,13;n,e,n,r;;;
2017-09-26T19:30:27.939091;3;3;9;Sequence Generated;4,9,11,13;Flock North->Flock East->Flock North->Rendezvous;366.46582;VALID;COMPLETE
2017-09-26T19:30:35.997348;3;;;Next Clicked;;;;;
2017-09-26T19:30:40.707708;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-26T19:30:44.299729;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;
2017-09-26T19:30:45.932307;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;
2017-09-26T19:30:46.379795;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;
2017-09-26T19:30:48.153279;3;;0;Submit Clicked;2,7,12,16;;;;
2017-09-26T19:30:48.997802;3;;0;Submit Clicked;2,7,12,16;;;;
2017-09-26T19:30:48.998083;3;;0;Run Clicked;2,7,12,16;;;;
2017-09-26T19:30:49.082711;3;15;1;Sequence Generated;2,7,12,16;Flock West->Flock West->Flock East->Flock North;315.552612;VALID;INCOMPLETE
2017-09-26T19:31:01.507644;;;;Sequence table clicked! Item is Flock North;;;;;
2017-09-26T19:31:02.332583;;;;Delete button clicked! Item is Flock North;;;;;
2017-09-26T19:31:05.131592;;;;Sequence table clicked! Item is Flock East;;;;;
2017-09-26T19:31:05.940772;;;;Delete button clicked! Item is Flock East;;;;;
2017-09-26T19:31:06.387578;;;;Sequence table clicked! Item is Flock West;;;;;
2017-09-26T19:31:07.244625;;;;Delete button clicked! Item is Flock West;;;;;
2017-09-26T19:31:07.517072;;;;Delete button clicked! Item is Flock West;;;;;
2017-09-26T19:31:08.299856;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;
2017-09-26T19:31:08.715830;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;
2017-09-26T19:31:12.651595;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-26T19:31:15.115647;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;
2017-09-26T19:31:17.763889;3;;1;Submit Clicked;5,10,15,19,22;;;;
2017-09-26T19:31:18.606007;3;;1;Submit Clicked;5,10,15,19,22;;;;
2017-09-26T19:31:18.606348;3;;1;Run Clicked;5,10,15,19,22;;;;
2017-09-26T19:31:18.779367;3;15;2;Sequence Generated;5,10,15,19,22;Flock South->Flock East->Flock North->Flock North->Flocking;612.436707;VALID;INCOMPLETE
2017-09-26T19:31:29.067641;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-26T19:31:37.171585;;;;Sequence table clicked! Item is Duration for (row,col) (5,1);;;;;
2017-09-26T19:31:38.507763;;;;Behavior table clicked! Item is Rendezvous;;;;;
2017-09-26T19:31:39.836483;;;;Add button clicked! Item is Rendezvous;;;;;
2017-09-26T19:31:40.491851;;;;Sequence table clicked! Item is Duration for (row,col) (5,1);;;;;
2017-09-26T19:31:42.415082;3;;2;Submit Clicked;4,9,14,18,21,26;s,e,n,n,i,r;;;
2017-09-26T19:31:43.350628;3;;2;Submit Clicked;4,9,14,18,21,26;s,e,n,n,i,r;;;
2017-09-26T19:31:43.351035;3;;2;Run Clicked;4,9,14,18,21,26;s,e,n,n,i,r;;;
2017-09-26T19:31:43.387922;3;15;3;Sequence Generated;4,9,14,18,21,26;Flock South->Flock East->Flock North->Flock North->Flocking->Rendezvous;100000;INVALID;INCOMPLETE
2017-09-26T19:31:54.819832;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-26T19:31:55.132258;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-26T19:31:58.867863;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;
2017-09-26T19:32:02.023160;3;;3;Submit Clicked;2,8,13,17,20,25;s,e,n,n,i,r;;;
2017-09-26T19:32:02.950500;3;;3;Submit Clicked;2,8,13,17,20,25;s,e,n,n,i,r;;;
2017-09-26T19:32:02.950812;3;;3;Run Clicked;2,8,13,17,20,25;s,e,n,n,i,r;;;
2017-09-26T19:32:03.003923;3;15;4;Sequence Generated;2,8,13,17,20,25;Flock South->Flock East->Flock North->Flock North->Flocking->Rendezvous;100000;INVALID;INCOMPLETE
2017-09-26T19:32:10.324054;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-26T19:32:12.483690;;;;Sequence table clicked! Item is Flocking;;;;;
2017-09-26T19:32:12.619764;;;;Sequence table clicked! Item is Flocking;;;;;
2017-09-26T19:32:13.396808;;;;Delete button clicked! Item is Flocking;;;;;
